ProductName,ShortDescription,FullDescription,ManufacturerId,VendorId,IsActive,ShowOnHomePage,MarkAsNew,AllowCustomerReviews,SellStartDatetimeUTC,SellEndDatetimeUTC,Sku,Price,IsDiscountAllowed,IsShippingFree,ShippingCharges,CategoriesIdsCommaSeperated,TagsIdsCommaSeperated,ShippingMethodsIdsCommaSeperated,ColorsIdsCommaSeperated,SizeIdsCommaSeperated,ImagesIdsCommaSeperated,EstimatedShippingDays,IsReturnAble,InventoryMethodId,WarehouseId,StockQuantity,IsBoundToStockQuantity,DisplayStockQuantity,OrderMinimumQuantity,OrderMaximumQuantity,MetaTitle,MetaKeywords,MetaDescription
205 tubular front suspension kit-narrow kit,"<p>A fully spherical jointed front suspension kit to fit the 205, with revised roll-centre and bump steer correction.</p><p>This version of the kit is supplied with our own fully triangulated tubular subframe for added strength and weight reduction.<","<p>A fully spherical jointed front suspension kit to fit the 205, with revised roll-centre and bump steer correction.</p><p>This version of the kit is supplied with our own fully triangulated tubular subframe for added strength and weight reduction.</p><p>The wishbones are fabricated from CDS tube and are designed with race and rally in mind.</p><p>We use refurbished 307 hubs along with new bearings, so does require our 40mm inverted type strut bodies to suit the 307 two bolt hub. This allows us to run a narrower track, and has the advantage of allowing camber adjustment on the strut body.</p><p>Supplied with screw on rose jointed track rod ends.</p><p>Caster and camber is adjustable.</p><p>Please note –<br>– There is no provision to run the front ARB with this set-up.<br>– The steering rack seen in some of the attached photos is not included<br>– The subframe will be powder coated a dark anthracite grey (rather than the light grey in the photos.)</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 tubular front suspension kit-narrow kit,,
205 Front suspension kit- wide,<p>A fully spherical jointed front suspension kit to fit the 205.<br>This kit has a strengthened and refurbished subframe along with re-positioned rear compression strut clevises to aid strength. The wishbones are fabricated from CDS tube and are des,"<p>A fully spherical jointed front suspension kit to fit the 205.<br>This kit has a strengthened and refurbished subframe along with re-positioned rear compression strut clevises to aid strength. The wishbones are fabricated from CDS tube and are designed with race and rally in mind.<br>We use refurbished 406 hubs along with new bearings so your original strut body will fit if required. We can supply coilover type 40mm inverted type strut bodies along with spring platforms and C-spanners at extra cost.<br>The 406 hubs have revised roll-centre and bump steer correction via rod end spacers.<br>The track rod ends are spherical jointed with the supplied adaption tubes.<br>Caster and camber is adjustable.<br>Available in a choice of track widths, ranging from plus 25mm up to full Maxi width.<br>Please note –<br>– The brake offset is slightly different from OE 205 on the 406 hub, it will be necessary to make some adjustments to your brake fitment.<br>– There is no provision to run the front ARB with this set-up.</p><p>THE FRONT SUBFRAME IS SUPPLIED ON AN EXCHANGE BASIS, or a surcharge will apply.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 Front suspension kit- wide,,
205 Front suspension kit- wide with tubular fabric,<p>A fully spherical jointed front suspension kit to fit the 205.<br>This version of the kit is supplied with our own fully triangulated tubular subframe for added strength and weight reduction.<br>The wishbones are fabricated from CDS tube and are d,"<p>A fully spherical jointed front suspension kit to fit the 205.<br>This version of the kit is supplied with our own fully triangulated tubular subframe for added strength and weight reduction.<br>The wishbones are fabricated from CDS tube and are designed with race and rally in mind.<br>We use refurbished 406 hubs along with new bearings so your original strut body will fit if required. We can supply coilover type 40mm inverted type strut bodies along with spring platforms and C-spanners at extra cost.<br>The 406 hubs have revised roll-centre and bump steer correction via rod end spacers.<br>The track rod ends are spherical jointed with the supplied screw on adaption tubes.<br>Caster and camber is adjustable.<br>Available in a choice of track widths, ranging from plus 25mm up to full Maxi width.<br>Please note –<br>– The brake offset is slightly different from OE 205 on the 406 hub, it will be necessary to make some adjustments to your brake fitment.<br>– There is no provision to run the front ARB with this set-up.<br>– The steering rack seen in some of the attached photos is not included<br>– The subframe will be powder coated a dark anthracite grey (rather than the light grey in the photos.)</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 Front suspension kit- wide with tubular fabric,,
205 rear rocker suspension kit,"<p><strong>THIS KIT IS MADE TO ORDER, PLEASE ALLOW 4-6 WEEKS FOR MANUFACTURE</strong></p><p>The 205 rear suspension kit has been designed to bring the damper ratio back to 1:1 with the wheel rate, without the need for fabricating turrets.&nbsp; This ","<p><strong>THIS KIT IS MADE TO ORDER, PLEASE ALLOW 4-6 WEEKS FOR MANUFACTURE</strong></p><p>The 205 rear suspension kit has been designed to bring the damper ratio back to 1:1 with the wheel rate, without the need for fabricating turrets.&nbsp; This allows the use of a much softer damper which is less likely to overheat.</p><p>The kit allows a massive array of aftermarket shock absorbers and spring rates with easy adjustments to ride height and droop.</p><p>We recommend retaining base model torsion bars to ensure the trailing arms are secured in place.</p><p>STUB SPACERS, BEAM, AND TRAILING ARMS ARE NOT INCLUDED.</p><p>Shocks/springs are listed as optional extras.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 rear rocker suspension kit,,
205/306 strut bodies with Bilstein GPA inserts,"<p>One pair of Peugeot 205/306 strut bodies complete with spring platforms and locking collars, Spring top caps, and two custom C-spanners.</p><p>Available with your choice of either forestry or tarmac Bilstein inserts.</p><p>Springs and Top mounts w","<p>One pair of Peugeot 205/306 strut bodies complete with spring platforms and locking collars, Spring top caps, and two custom C-spanners.</p><p>Available with your choice of either forestry or tarmac Bilstein inserts.</p><p>Springs and Top mounts with bearing/sleeve nut are not included, but are available to purchase separately.</p><p>These are made to order, so please allow 3-6 weeks for manufacture and delivery.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205/306 strut bodies with Bilstein GPA inserts,,
205/306/Xsara rear hub spacer kit-plus 25mm,"<p>Hub spacer kit to add 25mm width per side for Peugeot 205 or 306 and Citroen Xsara, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, uprated replacement hubs, and fixing bolts.</p>","<p>Hub spacer kit to add 25mm width per side for Peugeot 205 or 306 and Citroen Xsara, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, uprated replacement hubs, and fixing bolts.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205/306/Xsara rear hub spacer kit-plus 25mm,,
205/306/Xsara rear hub spacer kit-plus 50mm,"<p>Maxi width rear hub spacer for Peugeot 205 or 306 and Citroen Xsara, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, replacement hubs, and fixing bolts.</p>","<p>Maxi width rear hub spacer for Peugeot 205 or 306 and Citroen Xsara, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, replacement hubs, and fixing bolts.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205/306/Xsara rear hub spacer kit-plus 50mm,,
306 front suspension kit,<p>CONTACT US TO BUY THIS</p><p>A fully spherical jointed front suspension kit to fit the 306. This kit has a strengthened and refurbished subframe along with re-positioned rear compression strut clevises to aid strength. The wishbones are fabricated,"<p>CONTACT US TO BUY THIS</p><p>A fully spherical jointed front suspension kit to fit the 306. This kit has a strengthened and refurbished subframe along with re-positioned rear compression strut clevises to aid strength. The wishbones are fabricated from CDS tube and are designed with race and rally in mind.&nbsp;</p><p>We use refurbished 406 hubs along with new bearings so your original strut body will fit. We can supply coilover type 40mm inverted type strut bodies along with spring platforms and C-spanners at extra cost.&nbsp;</p><p>The 406 hubs have revised rollcentre and bump steer correction via rod end spacers.&nbsp;</p><p>The track rod ends are spherical jointed with the supplied adaption tubes.&nbsp;</p><p>Caster and camber is adjustable. &nbsp;</p><p>Available in a choice of track widths, including full Maxi width.&nbsp;</p><p>Please note –<br>– The brake offset is slightly different from OE 306 on the 406 hub, it will be necessary to make some adjustments to your brake fitment.<br>– There is no provision to run the front ARB with this set-up.&nbsp;</p><p>THE FRONT SUBFRAME IS SUPPLIED ON AN EXCHANGE BASIS, or a surcharge will apply.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,306 front suspension kit,,
Citroen C2 rear hub spacer kit,"<p>S1600 width rear hub spacer, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, replacement hubs, and fixing bolts.</p>","<p>S1600 width rear hub spacer, comprising a pair of longer replacement pins, hard anodised alloy hub spacers, replacement hubs, and fixing bolts.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Citroen C2 rear hub spacer kit,,
"106/Saxo front end stiffening kit ","<p>106/Saxo front end stiffening kit, with optional upper brace.</p><p>Please note this kit is designed for competition cars fitted with throttle body conversions, and will not fit with a standard inlet or standard bonnet. The bonnet will either requ","<p>106/Saxo front end stiffening kit, with optional upper brace.</p><p>Please note this kit is designed for competition cars fitted with throttle body conversions, and will not fit with a standard inlet or standard bonnet. The bonnet will either require a small amount of trimming to clear, or replacing with a composite item.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,"106/Saxo front end stiffening kit ",,
106/Saxo lower strut brace,<p>106/Saxo Lower Strut Brace</p>,<p>106/Saxo Lower Strut Brace</p>,0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,106/Saxo lower strut brace,,
106/Saxo floor strengthening kit,<p>Laser cut kit to provide reinforcement to the shell where the rear of the front wishbones attach to the body.</p>,<p>Laser cut kit to provide reinforcement to the shell where the rear of the front wishbones attach to the body.</p>,0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,106/Saxo floor strengthening kit,,
205 Front end stiffening kit,"<p>205 front end stiffening kit.</p><p>Please note this kit is designed for competition cars fitted with throttle body conversions, and may not clear the OE 8v airbox.</p><p>Includes as follows –</p><p>– One pair of weld in strut top plates<br>– One ","<p>205 front end stiffening kit.</p><p>Please note this kit is designed for competition cars fitted with throttle body conversions, and may not clear the OE 8v airbox.</p><p>Includes as follows –</p><p>– One pair of weld in strut top plates<br>– One pair of weld in chassis leg stiffening gussets<br>– One pair of weld on slugs for subframe attachment/triangulation<br>– One pair of bolts for subframe attachment.<br>– Optional upper strut brace and bolts.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 Front end stiffening kit,,
Sheet metal swagers +Dzus type,"<p>This is a tool for flaring existing holes in tin work, it stiffens panels and gives a professional look to otherwise unsightly holes. Can flare holes in mild steel up to 1.5mm and in aluminium up to 2mm</p>","<p>This is a tool for flaring existing holes in tin work, it stiffens panels and gives a professional look to otherwise unsightly holes. Can flare holes in mild steel up to 1.5mm and in aluminium up to 2mm</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Sheet metal swagers +Dzus type,,
Peugeot/Citroen Motorsport Spec bullet tipped screw in stud conversion kit with steel nuts,<p>This is a complete set of 16 M12x1.25mm studs and 16 M12x1.25mm 60 degree taper steel nuts complete with a small tube of studlock for locking the studs into the hub. The nuts have an open head and a 19mm hexagon. (Peugeot flat bright zinc nuts als,"<p>This is a complete set of 16 M12x1.25mm studs and 16 M12x1.25mm 60 degree taper steel nuts complete with a small tube of studlock for locking the studs into the hub. The nuts have an open head and a 19mm hexagon. (Peugeot flat bright zinc nuts also available.)</p><p>Although many cheaper studs on the market look similar to these, we source these studs from the UK and these are made in Europe so you can be assured of a top quality product.</p><p>These studs screw in place of your original wheel bolts and make locating the wheel on the hub much easier and faster, great for quick pit stops!</p><p>These studs are hardened and tempered to strength class 10.9 or 10 according to DIN/ISO standard 898. Final inspections are not restricted to random quality checks. Every single fastener is tested to ensure compliance with specifications. Studs/nuts are also offered individually and should be replaced after every race season.</p><p>Competition Wheel Stud Kit Features:</p><p>– 10.9 Grade Strength Class for ultimate strength and safety<br>– Bullet Tip prevents cross-threading when fitting nuts<br>– Faster and easier wheel changes<br>– Black zinc coating for additional strength and corrosion/wear resistance.</p><p>Choice of length –</p><p>– 68mm length: 12mm internal thread – 7mm plain shank – 36mm outer thread – 13mm bullet tip. Suitable for standard wheels<br>– 82mm length: 12mm internal thread – 7mm plain shank – 50mm outer thread – 13mm bullet tip.</p><p>– 90mm length: 12mm internal thread – 7mm plain shank – 58mm outer thread – 13mm bullet</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Peugeot/Citroen Motorsport Spec bullet tipped screw in stud conversion kit with steel nuts,,
Speedline Corse SL434 Wheels,"<p>The iconic SL434 wheel, forever linked to the Peugeot 205, and only available for classic PTS applications.</p><p>Cast Aluminium alloy, both durable and lightweight the SL434 wheel is an ideal tarmac rally wheel, or is equally at home on a road ca","<p>The iconic SL434 wheel, forever linked to the Peugeot 205, and only available for classic PTS applications.</p><p>Cast Aluminium alloy, both durable and lightweight the SL434 wheel is an ideal tarmac rally wheel, or is equally at home on a road car.</p><p>6.75 x 15 inch</p><p>4×108 PCD</p><p>ET08</p><p>65.1 centre bore</p><p>7.5kg per wheel</p><p>*PRICE IS PER WHEEL*</p><p>*UK shipping only*</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Speedline Corse SL434 Wheels,,
Speedline Corse Type 2120 Wheel,"<p>The iconic tarmac wheel, flowformed for precision, strength, and lightweight while retaining high impact resistance and stiffness.</p><p>Peugeot/Citroen fitment 17×7, 4 x 108 PCD, 65.1 centre bore.</p><p>*PRICE IS PER WHEEL*</p><p>*UK shipping onl","<p>The iconic tarmac wheel, flowformed for precision, strength, and lightweight while retaining high impact resistance and stiffness.</p><p>Peugeot/Citroen fitment 17×7, 4 x 108 PCD, 65.1 centre bore.</p><p>*PRICE IS PER WHEEL*</p><p>*UK shipping only*</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Speedline Corse Type 2120 Wheel,,
XXR 527 Wheels,"<p>Deep concave multi spoke wheel design, with excellent brake caliper clearance.</p><p>Perfect for hillclimb cars running wide Avon slicks.</p><p>8.25 x 15 inch</p><p>4×108 PCD</p><p>ET00</p><p>73.1mm centre bore</p><p>Available in flat black, chrom","<p>Deep concave multi spoke wheel design, with excellent brake caliper clearance.</p><p>Perfect for hillclimb cars running wide Avon slicks.</p><p>8.25 x 15 inch</p><p>4×108 PCD</p><p>ET00</p><p>73.1mm centre bore</p><p>Available in flat black, chromium black, or gold finish.</p><p>*PRICE IS PER WHEEL*<br>*Minimum order quantity of 4 wheels per order*<br>*UK shipping only*</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,XXR 527 Wheels,,
205 race rear brake kit,"<p>260mm diameter two pot rear brake kit for the Peugeot 205.</p><p>Peugeot 205 rear brake kit, designed to fit within the OE Peugeot 15 inch wheels.<br>This kit runs a larger diameter two piece 260mm disc for increased leverage, and AP 2 pot caliper","<p>260mm diameter two pot rear brake kit for the Peugeot 205.</p><p>Peugeot 205 rear brake kit, designed to fit within the OE Peugeot 15 inch wheels.<br>This kit runs a larger diameter two piece 260mm disc for increased leverage, and AP 2 pot calipers.<br>Primarily aimed at circuit cars as we have no handbrake cable provision.</p><p>Kit details –<br>– AP CP4596 two pot radial calipers<br>– Satchell hard anodised alloy mounting brackets with fixings<br>– Satchell 260mm discs with race grooves<br>– AP disc bolts/nuts/washers<br>– Satchell hard anodised alloy bells<br>– Optional Ferodo brake pads</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 race rear brake kit,,
205 Hydraulic handbrake (Satchshift),"<p>Hydraulic handbrake upgrade for the Peugeot 205 SatchShift, incorporating master cylinder housing and handle for hydraulic handbrake operation.</p><p>Includes 5/16 unf female rose joint for connection to master cylinder. Optional 0.625 Wilwood mas","<p>Hydraulic handbrake upgrade for the Peugeot 205 SatchShift, incorporating master cylinder housing and handle for hydraulic handbrake operation.</p><p>Includes 5/16 unf female rose joint for connection to master cylinder. Optional 0.625 Wilwood master cylinder.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,205 Hydraulic handbrake (Satchshift),,
SatchShift lift up reverse collar,,,0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,SatchShift lift up reverse collar,,
